63
1	5.198400	5.198400	5.198400
1	3.898800	3.898800	5.198400
1	5.198400	3.898800	3.898800
1	3.898800	5.198400	3.898800
1	6.498000	3.898800	5.198400
1	3.898800	6.498000	5.198400
1	5.198400	6.498000	3.898800
1	6.498000	5.198400	3.898800
1	5.198400	3.898800	6.498000
1	3.898800	5.198400	6.498000
1	6.498000	6.498000	5.198400
1	5.198400	6.498000	6.498000
1	6.498000	5.198400	6.498000
0	5.198400	5.198400	2.599200
0	5.198400	2.599200	5.198400
0	2.599200	5.198400	5.198400
1	7.797600	5.198400	5.198400
1	5.198400	7.797600	5.198400
0	5.198400	5.198400	7.797600
1	3.898800	3.898800	2.599200
1	2.599200	3.898800	3.898800
1	3.898800	2.599200	3.898800
1	6.498000	3.898800	2.599200
1	3.898800	6.498000	2.599200
1	6.498000	6.498000	2.599200
1	3.898800	3.898800	7.797600
1	6.498000	3.898800	7.797600
1	3.898800	6.498000	7.797600
1	6.498000	2.599200	3.898800
0	7.797600	3.898800	3.898800
1	2.599200	6.498000	3.898800
1	7.797600	6.498000	3.898800
0	3.898800	7.797600	3.898800
1	6.498000	7.797600	3.898800
1	2.599200	3.898800	6.498000
0	3.898800	2.599200	6.498000
1	6.498000	2.599200	6.498000
0	7.797600	3.898800	6.498000
1	2.599200	6.498000	6.498000
0	3.898800	7.797600	6.498000
1	6.498000	6.498000	7.797600
0	7.797600	6.498000	6.498000
1	6.498000	7.797600	6.498000
0	5.198400	2.599200	2.599200
0	2.599200	5.198400	2.599200
0	7.797600	5.198400	2.599200
0	5.198400	7.797600	2.599200
0	2.599200	2.599200	5.198400
0	7.797600	2.599200	5.198400
0	2.599200	7.797600	5.198400
0	7.797600	7.797600	5.198400
0	5.198400	2.599200	7.797600
0	2.599200	5.198400	7.797600
0	7.797600	5.198400	7.797600
0	5.198400	7.797600	7.797600
0	2.599200	2.599200	2.599200
0	7.797600	2.599200	2.599200
0	2.599200	7.797600	2.599200
0	2.599200	2.599200	7.797600
0	7.797600	2.599200	7.797600
0	2.599200	7.797600	7.797600
0	7.797600	7.797600	2.599200
0	7.797600	7.797600	7.797600
