63
1	7.908467	7.908467	7.908467
0	5.931350	5.931350	7.908467
0	7.908467	5.931350	5.931350
0	5.931350	7.908467	5.931350
0	9.885583	5.931350	7.908467
2	5.931350	9.885583	7.908467
0	7.908467	9.885583	5.931350
0	9.885583	7.908467	5.931350
2	7.908467	5.931350	9.885583
0	5.931350	7.908467	9.885583
0	9.885583	9.885583	7.908467
0	7.908467	9.885583	9.885583
0	9.885583	7.908467	9.885583
2	7.908467	7.908467	3.954233
1	7.908467	3.954233	7.908467
1	3.954233	7.908467	7.908467
2	11.862700	7.908467	7.908467
1	7.908467	11.862700	7.908467
1	7.908467	7.908467	11.862700
2	5.931350	5.931350	3.954233
2	3.954233	5.931350	5.931350
2	5.931350	3.954233	5.931350
2	9.885583	5.931350	3.954233
2	5.931350	9.885583	3.954233
2	9.885583	9.885583	3.954233
2	5.931350	5.931350	11.862700
2	9.885583	5.931350	11.862700
2	5.931350	9.885583	11.862700
2	9.885583	3.954233	5.931350
2	11.862700	5.931350	5.931350
2	3.954233	9.885583	5.931350
2	11.862700	9.885583	5.931350
2	5.931350	11.862700	5.931350
2	9.885583	11.862700	5.931350
2	3.954233	5.931350	9.885583
2	5.931350	3.954233	9.885583
2	9.885583	3.954233	9.885583
2	11.862700	5.931350	9.885583
2	3.954233	9.885583	9.885583
2	5.931350	11.862700	9.885583
2	9.885583	9.885583	11.862700
2	11.862700	9.885583	9.885583
2	9.885583	11.862700	9.885583
2	7.908467	3.954233	3.954233
1	3.954233	7.908467	3.954233
1	11.862700	7.908467	3.954233
1	7.908467	11.862700	3.954233
2	3.954233	3.954233	7.908467
1	11.862700	3.954233	7.908467
1	3.954233	11.862700	7.908467
2	11.862700	11.862700	7.908467
1	7.908467	3.954233	11.862700
2	3.954233	7.908467	11.862700
1	11.862700	7.908467	11.862700
2	7.908467	11.862700	11.862700
1	3.954233	3.954233	3.954233
1	11.862700	3.954233	3.954233
1	3.954233	11.862700	3.954233
1	3.954233	3.954233	11.862700
1	11.862700	3.954233	11.862700
1	3.954233	11.862700	11.862700
1	11.862700	11.862700	3.954233
1	11.862700	11.862700	11.862700
