443
PtPdAu,NCS
Pd	15.816933	15.816933	15.816933
Pt	17.794050	17.794050	15.816933
Pt	15.816933	17.794050	17.794050
Pd	17.794050	15.816933	17.794050
Au	17.794050	13.839817	15.816933
Pd	13.839817	17.794050	15.816933
Pd	15.816933	17.794050	13.839817
Pd	17.794050	15.816933	13.839817
Pt	15.816933	13.839817	17.794050
Au	13.839817	15.816933	17.794050
Pd	13.839817	13.839817	15.816933
Pd	15.816933	13.839817	13.839817
Pd	13.839817	15.816933	13.839817
Pd	19.771167	15.816933	15.816933
Pt	15.816933	19.771167	15.816933
Pd	15.816933	15.816933	19.771167
Au	15.816933	15.816933	11.862700
Pt	15.816933	11.862700	15.816933
Pd	11.862700	15.816933	15.816933
Pt	17.794050	13.839817	19.771167
Pd	13.839817	17.794050	19.771167
Au	17.794050	17.794050	19.771167
Pd	19.771167	17.794050	13.839817
Pd	17.794050	19.771167	13.839817
Pt	19.771167	13.839817	17.794050
Pt	19.771167	17.794050	17.794050
Pd	13.839817	19.771167	17.794050
Pt	17.794050	19.771167	17.794050
Au	17.794050	17.794050	11.862700
Au	13.839817	13.839817	19.771167
Au	19.771167	13.839817	13.839817
Au	13.839817	19.771167	13.839817
Au	17.794050	11.862700	17.794050
Pt	11.862700	17.794050	17.794050
Pt	17.794050	13.839817	11.862700
Au	13.839817	17.794050	11.862700
Pd	17.794050	11.862700	13.839817
Pd	11.862700	17.794050	13.839817
Au	11.862700	13.839817	17.794050
Pd	13.839817	11.862700	17.794050
Pd	13.839817	13.839817	11.862700
Pd	11.862700	13.839817	13.839817
Au	13.839817	11.862700	13.839817
Pt	19.771167	19.771167	15.816933
Pd	19.771167	15.816933	19.771167
Pd	15.816933	19.771167	19.771167
Pd	19.771167	15.816933	11.862700
Pt	15.816933	19.771167	11.862700
Pd	19.771167	11.862700	15.816933
Au	11.862700	19.771167	15.816933
Pd	15.816933	11.862700	19.771167
Pd	11.862700	15.816933	19.771167
Au	15.816933	11.862700	11.862700
Pt	11.862700	15.816933	11.862700
Pd	11.862700	11.862700	15.816933
Au	13.839817	9.885583	15.816933
Au	17.794050	9.885583	15.816933
Pd	9.885583	13.839817	15.816933
Au	21.748283	13.839817	15.816933
Pd	9.885583	17.794050	15.816933
Pd	21.748283	17.794050	15.816933
Pt	13.839817	21.748283	15.816933
Pt	17.794050	21.748283	15.816933
Pt	15.816933	13.839817	9.885583
Pt	13.839817	15.816933	9.885583
Pt	15.816933	17.794050	9.885583
Pt	17.794050	15.816933	9.885583
Pd	15.816933	9.885583	13.839817
Pd	9.885583	15.816933	13.839817
Au	21.748283	15.816933	13.839817
Au	15.816933	21.748283	13.839817
Pd	15.816933	9.885583	17.794050
Pd	9.885583	15.816933	17.794050
Au	21.748283	15.816933	17.794050
Pt	15.816933	21.748283	17.794050
Pt	15.816933	13.839817	21.748283
Pd	13.839817	15.816933	21.748283
Au	15.816933	17.794050	21.748283
Au	17.794050	15.816933	21.748283
Pd	19.771167	19.771167	19.771167
Pd	19.771167	19.771167	11.862700
Pd	19.771167	11.862700	19.771167
Au	11.862700	19.771167	19.771167
Pd	19.771167	11.862700	11.862700
Pt	11.862700	19.771167	11.862700
Pt	11.862700	11.862700	19.771167
Pd	11.862700	11.862700	11.862700
Pt	13.839817	9.885583	19.771167
Pt	17.794050	9.885583	19.771167
Pd	9.885583	13.839817	19.771167
Pd	21.748283	13.839817	19.771167
Au	9.885583	17.794050	19.771167
Pd	21.748283	17.794050	19.771167
Au	13.839817	21.748283	19.771167
Pd	17.794050	21.748283	19.771167
Pt	19.771167	13.839817	9.885583
Pt	19.771167	17.794050	9.885583
Pt	13.839817	19.771167	9.885583
Au	17.794050	19.771167	9.885583
Pd	19.771167	9.885583	13.839817
