443
1	15.816933	15.816933	15.816933
0	17.794050	17.794050	15.816933
0	15.816933	17.794050	17.794050
1	17.794050	15.816933	17.794050
2	17.794050	13.839817	15.816933
1	13.839817	17.794050	15.816933
1	15.816933	17.794050	13.839817
1	17.794050	15.816933	13.839817
0	15.816933	13.839817	17.794050
2	13.839817	15.816933	17.794050
1	13.839817	13.839817	15.816933
1	15.816933	13.839817	13.839817
1	13.839817	15.816933	13.839817
1	19.771167	15.816933	15.816933
0	15.816933	19.771167	15.816933
1	15.816933	15.816933	19.771167
2	15.816933	15.816933	11.862700
0	15.816933	11.862700	15.816933
1	11.862700	15.816933	15.816933
0	17.794050	13.839817	19.771167
1	13.839817	17.794050	19.771167
2	17.794050	17.794050	19.771167
1	19.771167	17.794050	13.839817
1	17.794050	19.771167	13.839817
0	19.771167	13.839817	17.794050
0	19.771167	17.794050	17.794050
1	13.839817	19.771167	17.794050
0	17.794050	19.771167	17.794050
2	17.794050	17.794050	11.862700
2	13.839817	13.839817	19.771167
2	19.771167	13.839817	13.839817
2	13.839817	19.771167	13.839817
2	17.794050	11.862700	17.794050
0	11.862700	17.794050	17.794050
0	17.794050	13.839817	11.862700
2	13.839817	17.794050	11.862700
1	17.794050	11.862700	13.839817
1	11.862700	17.794050	13.839817
2	11.862700	13.839817	17.794050
1	13.839817	11.862700	17.794050
1	13.839817	13.839817	11.862700
1	11.862700	13.839817	13.839817
2	13.839817	11.862700	13.839817
0	19.771167	19.771167	15.816933
1	19.771167	15.816933	19.771167
1	15.816933	19.771167	19.771167
1	19.771167	15.816933	11.862700
0	15.816933	19.771167	11.862700
1	19.771167	11.862700	15.816933
2	11.862700	19.771167	15.816933
1	15.816933	11.862700	19.771167
1	11.862700	15.816933	19.771167
2	15.816933	11.862700	11.862700
0	11.862700	15.816933	11.862700
1	11.862700	11.862700	15.816933
2	13.839817	9.885583	15.816933
2	17.794050	9.885583	15.816933
1	9.885583	13.839817	15.816933
2	21.748283	13.839817	15.816933
1	9.885583	17.794050	15.816933
1	21.748283	17.794050	15.816933
0	13.839817	21.748283	15.816933
0	17.794050	21.748283	15.816933
0	15.816933	13.839817	9.885583
0	13.839817	15.816933	9.885583
0	15.816933	17.794050	9.885583
0	17.794050	15.816933	9.885583
1	15.816933	9.885583	13.839817
1	9.885583	15.816933	13.839817
2	21.748283	15.816933	13.839817
2	15.816933	21.748283	13.839817
1	15.816933	9.885583	17.794050
1	9.885583	15.816933	17.794050
2	21.748283	15.816933	17.794050
0	15.816933	21.748283	17.794050
0	15.816933	13.839817	21.748283
1	13.839817	15.816933	21.748283
2	15.816933	17.794050	21.748283
2	17.794050	15.816933	21.748283
1	19.771167	19.771167	19.771167
1	19.771167	19.771167	11.862700
1	19.771167	11.862700	19.771167
2	11.862700	19.771167	19.771167
1	19.771167	11.862700	11.862700
0	11.862700	19.771167	11.862700
0	11.862700	11.862700	19.771167
1	11.862700	11.862700	11.862700
0	13.839817	9.885583	19.771167
0	17.794050	9.885583	19.771167
1	9.885583	13.839817	19.771167
1	21.748283	13.839817	19.771167
2	9.885583	17.794050	19.771167
1	21.748283	17.794050	19.771167
2	13.839817	21.748283	19.771167
1	17.794050	21.748283	19.771167
0	19.771167	13.839817	9.885583
0	19.771167	17.794050	9.885583
0	13.839817	19.771167	9.885583
2	17.794050	19.771167	9.885583
1	19.771167	9.885583	13.839817
2	9.885583	19.771167	13.839817
0	19.771167	21.748283	13.839817
2	21.748283	19.771167	13.839817
1	19.771167	9.885583	17.794050
2	9.885583	19.771167	17.794050
1	19.771167	21.748283	17.794050
0	21.748283	19.771167	17.794050
0	19.771167	13.839817	21.748283
1	19.771167	17.794050	21.748283
1	13.839817	19.771167	21.748283
2	17.794050	19.771167	21.748283
2	13.839817	9.885583	11.862700
1	17.794050	9.885583	11.862700
1	9.885583	13.839817	11.862700
0	21.748283	13.839817	11.862700
0	9.885583	17.794050	11.862700
0	21.748283	17.794050	11.862700
0	13.839817	21.748283	11.862700
0	17.794050	21.748283	11.862700
1	11.862700	13.839817	9.885583
1	13.839817	11.862700	9.885583
0	17.794050	11.862700	9.885583
2	11.862700	17.794050	9.885583
0	11.862700	9.885583	13.839817
1	9.885583	11.862700	13.839817
0	21.748283	11.862700	13.839817
1	11.862700	21.748283	13.839817
2	11.862700	9.885583	17.794050
1	9.885583	11.862700	17.794050
1	21.748283	11.862700	17.794050
1	11.862700	21.748283	17.794050
0	11.862700	13.839817	21.748283
1	13.839817	11.862700	21.748283
1	17.794050	11.862700	21.748283
0	11.862700	17.794050	21.748283
1	15.816933	15.816933	7.908467
1	15.816933	7.908467	15.816933
1	7.908467	15.816933	15.816933
2	23.725400	15.816933	15.816933
0	15.816933	23.725400	15.816933
0	15.816933	15.816933	23.725400
0	13.839817	13.839817	7.908467
1	17.794050	13.839817	7.908467
1	13.839817	17.794050	7.908467
