	1417	0.3
	1	 15.665200	 15.665200	  3.916300
	1	 17.623350	 17.623350	  3.916300
	1	 19.581500	 15.665200	  3.916300
	1	 21.539650	 17.623350	  3.916300
	1	 23.497800	 15.665200	  3.916300
	1	 15.665200	 19.581500	  3.916300
	1	 17.623350	 21.539650	  3.916300
	1	 19.581500	 19.581500	  3.916300
	1	 21.539650	 21.539650	  3.916300
	1	 23.497800	 19.581500	  3.916300
	1	 15.665200	 23.497800	  3.916300
	1	 19.581500	 23.497800	  3.916300
	1	 23.497800	 23.497800	  3.916300
	1	  7.832600	  7.832600	  7.832600
	1	  9.790750	  9.790750	  7.832600
	1	 11.748900	  7.832600	  7.832600
	1	 13.707050	  9.790750	  7.832600
	1	 15.665200	  7.832600	  7.832600
	2	 17.623350	  9.790750	  7.832600
	1	 19.581500	  7.832600	  7.832600
	1	 21.539650	  9.790750	  7.832600
	1	 23.497800	  7.832600	  7.832600
	1	 25.455950	  9.790750	  7.832600
	1	 27.414100	  7.832600	  7.832600
	1	 29.372250	  9.790750	  7.832600
	1	 31.330400	  7.832600	  7.832600
	1	  7.832600	 11.748900	  7.832600
	1	  9.790750	 13.707050	  7.832600
	1	 11.748900	 11.748900	  7.832600
	0	 15.665200	 11.748900	  7.832600
	0	 19.581500	 11.748900	  7.832600
	2	 23.497800	 11.748900	  7.832600
	0	 27.414100	 11.748900	  7.832600
	0	 29.372250	 13.707050	  7.832600
	1	 31.330400	 11.748900	  7.832600
	1	  7.832600	 15.665200	  7.832600
	0	  9.790750	 17.623350	  7.832600
	0	 11.748900	 15.665200	  7.832600
	0	 27.414100	 15.665200	  7.832600
	1	 29.372250	 17.623350	  7.832600
	1	 31.330400	 15.665200	  7.832600
	1	  7.832600	 19.581500	  7.832600
	1	  9.790750	 21.539650	  7.832600
	1	 11.748900	 19.581500	  7.832600
	0	 27.414100	 19.581500	  7.832600
	0	 29.372250	 21.539650	  7.832600
	1	 31.330400	 19.581500	  7.832600
	1	  7.832600	 23.497800	  7.832600
	1	  9.790750	 25.455950	  7.832600
	0	 11.748900	 23.497800	  7.832600
	0	 27.414100	 23.497800	  7.832600
	0	 29.372250	 25.455950	  7.832600
	1	 31.330400	 23.497800	  7.832600
	1	  7.832600	 27.414100	  7.832600
	1	  9.790750	 29.372250	  7.832600
	1	 11.748900	 27.414100	  7.832600
	0	 13.707050	 29.372250	  7.832600
	0	 15.665200	 27.414100	  7.832600
	0	 17.623350	 29.372250	  7.832600
	0	 19.581500	 27.414100	  7.832600
	2	 21.539650	 29.372250	  7.832600
	0	 23.497800	 27.414100	  7.832600
