          1163	RD
37.317240       19.659240       25.545240
39.279240       21.621240       25.545240
 5.925240       23.583240       25.545240
 7.887240       25.545240       25.545240
 9.849240       23.583240       25.545240
11.811240       25.545240       25.545240
13.773240       23.583240       25.545240
15.735240       25.545240       25.545240
17.697240       23.583240       25.545240
19.659240       25.545240       25.545240
21.621240       23.583240       25.545240
23.583240       25.545240       25.545240
25.545240       23.583240       25.545240
27.507240       25.545240       25.545240
29.469240       23.583240       25.545240
31.431240       25.545240       25.545240
33.393240       23.583240       25.545240
35.355240       25.545240       25.545240
37.317240       23.583240       25.545240
39.279240       25.545240       25.545240
41.241240       23.583240       25.545240
 9.849240       27.507240       25.545240
11.811240       29.469240       25.545240
13.773240       27.507240       25.545240
15.735240       29.469240       25.545240
17.697240       27.507240       25.545240
19.659240       29.469240       25.545240
21.621240       27.507240       25.545240
23.583240       29.469240       25.545240
25.545240       27.507240       25.545240
27.507240       29.469240       25.545240
29.469240       27.507240       25.545240
31.431240       29.469240       25.545240
33.393240       27.507240       25.545240
35.355240       29.469240       25.545240
37.317240       27.507240       25.545240
13.773240       31.431240       25.545240
15.735240       33.393240       25.545240
17.697240       31.431240       25.545240
19.659240       33.393240       25.545240
21.621240       31.431240       25.545240
23.583240       33.393240       25.545240
25.545240       31.431240       25.545240
27.507240       33.393240       25.545240
29.469240       31.431240       25.545240
31.431240       33.393240       25.545240
33.393240       31.431240       25.545240
17.697240       35.355240       25.545240
19.659240       37.317240       25.545240
21.621240       35.355240       25.545240
23.583240       37.317240       25.545240
25.545240       35.355240       25.545240
27.507240       37.317240       25.545240
29.469240       35.355240       25.545240
21.621240       39.279240       25.545240
23.583240       41.241240       25.545240
25.545240       39.279240       25.545240
19.659240        9.849240       29.469240
23.583240        9.849240       29.469240
27.507240        9.849240       29.469240
15.735240       13.773240       29.469240
17.697240       11.811240       29.469240
19.659240       13.773240       29.469240
21.621240       11.811240       29.469240
23.583240       13.773240       29.469240
25.545240       11.811240       29.469240
27.507240       13.773240       29.469240
29.469240       11.811240       29.469240
31.431240       13.773240       29.469240
11.811240       17.697240       29.469240
13.773240       15.735240       29.469240
15.735240       17.697240       29.469240
17.697240       15.735240       29.469240
19.659240       17.697240       29.469240
21.621240       15.735240       29.469240
23.583240       17.697240       29.469240
25.545240       15.735240       29.469240
27.507240       17.697240       29.469240
29.469240       15.735240       29.469240
31.431240       17.697240       29.469240
33.393240       15.735240       29.469240
35.355240       17.697240       29.469240
 9.849240       19.659240       29.469240
11.811240       21.621240       29.469240
13.773240       19.659240       29.469240
15.735240       21.621240       29.469240
17.697240       19.659240       29.469240
19.659240       21.621240       29.469240
21.621240       19.659240       29.469240
23.583240       21.621240       29.469240
25.545240       19.659240       29.469240
27.507240       21.621240       29.469240
29.469240       19.659240       29.469240
31.431240       21.621240       29.469240
33.393240       19.659240       29.469240
35.355240       21.621240       29.469240
37.317240       19.659240       29.469240
 9.849240       23.583240       29.469240
11.811240       25.545240       29.469240
13.773240       23.583240       29.469240
15.735240       25.545240       29.469240
17.697240       23.583240       29.469240
19.659240       25.545240       29.469240
21.621240       23.583240       29.469240
23.583240       25.545240       29.469240
25.545240       23.583240       29.469240
27.507240       25.545240       29.469240
29.469240       23.583240       29.469240
31.431240       25.545240       29.469240
33.393240       23.583240       29.469240
35.355240       25.545240       29.469240
37.317240       23.583240       29.469240
 9.849240       27.507240       29.469240
11.811240       29.469240       29.469240
13.773240       27.507240       29.469240
15.735240       29.469240       29.469240
17.697240       27.507240       29.469240
19.659240       29.469240       29.469240
21.621240       27.507240       29.469240
23.583240       29.469240       29.469240
25.545240       27.507240       29.469240
27.507240       29.469240       29.469240
29.469240       27.507240       29.469240
31.431240       29.469240       29.469240
33.393240       27.507240       29.469240
35.355240       29.469240       29.469240
37.317240       27.507240       29.469240
13.773240       31.431240       29.469240
15.735240       33.393240       29.469240
17.697240       31.431240       29.469240
19.659240       33.393240       29.469240
21.621240       31.431240       29.469240
23.583240       33.393240       29.469240
25.545240       31.431240       29.469240
27.507240       33.393240       29.469240
29.469240       31.431240       29.469240
31.431240       33.393240       29.469240
33.393240       31.431240       29.469240
17.697240       35.355240       29.469240
19.659240       37.317240       29.469240
21.621240       35.355240       29.469240
23.583240       37.317240       29.469240
25.545240       35.355240       29.469240
27.507240       37.317240       29.469240
29.469240       35.355240       29.469240
15.735240       13.773240       33.393240
19.659240       13.773240       33.393240
23.583240       13.773240       33.393240
27.507240       13.773240       33.393240
31.431240       13.773240       33.393240
13.773240       15.735240       33.393240
15.735240       17.697240       33.393240
17.697240       15.735240       33.393240
19.659240       17.697240       33.393240
21.621240       15.735240       33.393240
23.583240       17.697240       33.393240
25.545240       15.735240       33.393240
27.507240       17.697240       33.393240
29.469240       15.735240       33.393240
31.431240       17.697240       33.393240
33.393240       15.735240       33.393240
13.773240       19.659240       33.393240
15.735240       21.621240       33.393240
17.697240       19.659240       33.393240
19.659240       21.621240       33.393240
21.621240       19.659240       33.393240
23.583240       21.621240       33.393240
25.545240       19.659240       33.393240
27.507240       21.621240       33.393240
29.469240       19.659240       33.393240
31.431240       21.621240       33.393240
33.393240       19.659240       33.393240
13.773240       23.583240       33.393240
15.735240       25.545240       33.393240
17.697240       23.583240       33.393240
19.659240       25.545240       33.393240
21.621240       23.583240       33.393240
23.583240       25.545240       33.393240
25.545240       23.583240       33.393240
27.507240       25.545240       33.393240
29.469240       23.583240       33.393240
31.431240       25.545240       33.393240
33.393240       23.583240       33.393240
13.773240       27.507240       33.393240
15.735240       29.469240       33.393240
17.697240       27.507240       33.393240
19.659240       29.469240       33.393240
21.621240       27.507240       33.393240
23.583240       29.469240       33.393240
25.545240       27.507240       33.393240
27.507240       29.469240       33.393240
29.469240       27.507240       33.393240
31.431240       29.469240       33.393240
33.393240       27.507240       33.393240
13.773240       31.431240       33.393240
15.735240       33.393240       33.393240
17.697240       31.431240       33.393240
19.659240       33.393240       33.393240
21.621240       31.431240       33.393240
23.583240       33.393240       33.393240
25.545240       31.431240       33.393240
27.507240       33.393240       33.393240
29.469240       31.431240       33.393240
31.431240       33.393240       33.393240
33.393240       31.431240       33.393240
19.659240       17.697240       37.317240
23.583240       17.697240       37.317240
27.507240       17.697240       37.317240
17.697240       19.659240       37.317240
19.659240       21.621240       37.317240
21.621240       19.659240       37.317240
23.583240       21.621240       37.317240
25.545240       19.659240       37.317240
27.507240       21.621240       37.317240
29.469240       19.659240       37.317240
17.697240       23.583240       37.317240
19.659240       25.545240       37.317240
21.621240       23.583240       37.317240
23.583240       25.545240       37.317240
25.545240       23.583240       37.317240
27.507240       25.545240       37.317240
29.469240       23.583240       37.317240
17.697240       27.507240       37.317240
19.659240       29.469240       37.317240
21.621240       27.507240       37.317240
23.583240       29.469240       37.317240
25.545240       27.507240       37.317240
27.507240       29.469240       37.317240
29.469240       27.507240       37.317240
23.583240       21.621240       41.241240
21.621240       23.583240       41.241240
23.583240       25.545240       41.241240
25.545240       23.583240       41.241240
