63
0	7.797600	7.797600	7.797600
0	5.848200	5.848200	7.797600
0	7.797600	5.848200	5.848200
0	5.848200	7.797600	5.848200
0	9.747000	5.848200	7.797600
0	5.848200	9.747000	7.797600
0	7.797600	9.747000	5.848200
0	9.747000	7.797600	5.848200
0	7.797600	5.848200	9.747000
0	5.848200	7.797600	9.747000
0	9.747000	9.747000	7.797600
0	7.797600	9.747000	9.747000
0	9.747000	7.797600	9.747000
1	7.797600	7.797600	3.898800
1	7.797600	3.898800	7.797600
1	3.898800	7.797600	7.797600
1	11.696400	7.797600	7.797600
1	7.797600	11.696400	7.797600
1	7.797600	7.797600	11.696400
0	5.848200	5.848200	3.898800
0	3.898800	5.848200	5.848200
0	5.848200	3.898800	5.848200
0	9.747000	5.848200	3.898800
0	5.848200	9.747000	3.898800
0	9.747000	9.747000	3.898800
1	5.848200	5.848200	11.696400
0	9.747000	5.848200	11.696400
0	5.848200	9.747000	11.696400
0	9.747000	3.898800	5.848200
0	11.696400	5.848200	5.848200
1	3.898800	9.747000	5.848200
0	11.696400	9.747000	5.848200
0	5.848200	11.696400	5.848200
0	9.747000	11.696400	5.848200
1	3.898800	5.848200	9.747000
1	5.848200	3.898800	9.747000
0	9.747000	3.898800	9.747000
0	11.696400	5.848200	9.747000
0	3.898800	9.747000	9.747000
0	5.848200	11.696400	9.747000
1	9.747000	9.747000	11.696400
1	11.696400	9.747000	9.747000
1	9.747000	11.696400	9.747000
1	7.797600	3.898800	3.898800
1	3.898800	7.797600	3.898800
1	11.696400	7.797600	3.898800
1	7.797600	11.696400	3.898800
1	3.898800	3.898800	7.797600
1	11.696400	3.898800	7.797600
1	3.898800	11.696400	7.797600
1	11.696400	11.696400	7.797600
1	7.797600	3.898800	11.696400
1	3.898800	7.797600	11.696400
1	11.696400	7.797600	11.696400
1	7.797600	11.696400	11.696400
1	3.898800	3.898800	3.898800
1	11.696400	3.898800	3.898800
1	3.898800	11.696400	3.898800
1	3.898800	3.898800	11.696400
1	11.696400	3.898800	11.696400
1	3.898800	11.696400	11.696400
1	11.696400	11.696400	3.898800
1	11.696400	11.696400	11.696400
